policy_ind,prior_prob,norm_lik
1,0.002917185005967748,0.00016015374759769388
2,0.002917185005967748,0.00016015374759769388
3,0.002917185005967748,0.00016015374759769388
4,0.002917185005967748,0.00016015374759769388
5,0.002917185005967748,0.00016015374759769388
6,0.002917185005967748,0.00016015374759769388
7,0.002917185005967748,0.00016015374759769388
8,0.002917185005967748,0.00016015374759769388
9,0.002917185005967748,0.00016015374759769388
10,0.002917185005967748,0.00016015374759769388
11,0.002917185005967748,0.00016015374759769388
12,0.002917185005967748,0.00016015374759769388
13,0.002917185005967748,0.00016015374759769388
14,0.002917185005967748,0.00016015374759769388
15,0.002917185005967748,0.00016015374759769388
16,0.002917185005967748,0.00016015374759769388
17,0.002917185005967748,0.00016015374759769388
18,0.002917185005967748,0.00016015374759769388
19,0.002917185005967748,0.00016015374759769388
20,0.002917185005967748,0.00016015374759769388
21,0.002917185005967748,0.00016015374759769388
22,0.002917185005967748,0.00016015374759769388
23,0.002917185005967748,0.00016015374759769388
24,0.002917185005967748,0.00016015374759769388
25,0.002917185005967748,0.00016015374759769388
26,0.002917185005967748,0.00016015374759769388
27,0.002917185005967748,0.00016015374759769388
28,0.002917185005967748,0.00016015374759769388
29,0.002917185005967748,0.00016015374759769388
30,0.002917185005967748,0.00016015374759769388
31,0.002917185005967748,0.00016015374759769388
32,0.002917185005967748,0.00016015374759769388
33,0.002917185005967748,0.00016015374759769388
34,0.002917185005967748,0.00016015374759769388
35,0.002917185005967748,0.00016015374759769388
36,0.002917185005967748,0.00016015374759769388
37,0.002917185005967748,0.00016015374759769388
38,0.002917185005967748,0.00016015374759769388
39,0.002917185005967748,0.00016015374759769388
40,0.002917185005967748,0.00016015374759769388
41,0.002917185005967748,0.00016015374759769388
42,0.002917185005967748,0.00016015374759769388
43,0.002917185005967748,0.00016015374759769388
44,0.002917185005967748,0.00016015374759769388
45,0.002917185005967748,0.00016015374759769388
46,0.002917185005967748,0.00016015374759769388
47,0.002917185005967748,0.00016015374759769388
48,0.002917185005967748,0.00016015374759769388
49,0.002917185005967748,0.00016015374759769388
50,0.002917185005967748,0.00016015374759769388
51,0.002917185005967748,0.00016015374759769388
52,0.002917185005967748,0.00016015374759769388
53,0.002917185005967748,0.00016015374759769388
54,0.002917185005967748,0.00016015374759769388
55,0.002917185005967748,0.00016015374759769388
56,0.002917185005967748,0.00016015374759769388
57,0.002917185005967748,0.00016015374759769388
58,0.002917185005967748,0.00016015374759769388
59,0.002917185005967748,0.00016015374759769388
60,0.002917185005967748,0.00016015374759769388
61,0.002917185005967748,0.00016015374759769388
62,0.002917185005967748,0.00016015374759769388
63,0.002917185005967748,0.00016015374759769388
64,0.002917185005967748,0.00016015374759769388
65,0.002917185005967748,0.00016015374759769388
66,0.002917185005967748,0.00016015374759769388
67,0.002917185005967748,0.00016015374759769388
68,0.002917185005967748,0.00016015374759769388
69,0.002917185005967748,0.00016015374759769388
70,0.002917185005967748,0.00016015374759769388
71,0.002917185005967748,0.00016015374759769388
72,0.002917185005967748,0.00016015374759769388
73,0.002917185005967748,0.00016015374759769388
74,0.002917185005967748,0.00016015374759769388
75,0.002917185005967748,0.00016015374759769388
76,0.002917185005967748,0.00016015374759769388
77,0.002917185005967748,0.00016015374759769388
78,0.002917185005967748,0.00016015374759769388
79,0.002917185005967748,0.00016015374759769388
80,0.002917185005967748,0.00016015374759769388
81,0.002917185005967748,0.00016015374759769388
82,0.002917185005967748,0.00016015374759769388
83,0.002917185005967748,0.00016015374759769388
84,0.002917185005967748,0.00016015374759769388
85,0.002917185005967748,0.00016015374759769388
86,0.002917185005967748,0.00016015374759769388
87,0.002917185005967748,0.00016015374759769388
88,0.002917185005967748,0.00016015374759769388
89,0.002917185005967748,0.00016015374759769388
90,0.002917185005967748,0.00016015374759769388
91,0.002917185005967748,0.00016015374759769388
92,0.002917185005967748,0.00016015374759769388
93,0.002917185005967748,0.00016015374759769388
94,0.002917185005967748,0.00016015374759769388
95,0.002917185005967748,0.00016015374759769388
96,0.002917185005967748,0.00016015374759769388
97,0.002917185005967748,0.00016015374759769388
98,0.002917185005967748,0.00016015374759769388
99,0.002917185005967748,0.00016015374759769388
100,0.002917185005967748,0.00016015374759769388
101,0.002917185005967748,0.00016015374759769388
102,0.002917185005967748,0.00016015374759769388
103,0.002917185005967748,0.00016015374759769388
104,0.002917185005967748,0.00016015374759769388
105,0.002917185005967748,0.00016015374759769388
106,0.002917185005967748,0.00016015374759769388
107,0.002917185005967748,0.00016015374759769388
108,0.002917185005967748,0.00016015374759769388
109,0.002917185005967748,0.00016015374759769388
110,0.002917185005967748,0.00016015374759769388
111,0.002917185005967748,0.00016015374759769388
112,0.002917185005967748,0.00016015374759769388
113,0.002917185005967748,0.00016015374759769388
114,0.002917185005967748,0.00016015374759769388
115,0.002917185005967748,0.00016015374759769388
116,0.002917185005967748,0.00016015374759769388
117,0.002917185005967748,0.00016015374759769388
118,0.002917185005967748,0.00016015374759769388
119,0.002917185005967748,0.00016015374759769388
120,0.002917185005967748,0.00016015374759769388
121,0.002917185005967748,0.00016015374759769388
122,0.002917185005967748,0.00016015374759769388
123,0.002917185005967748,0.00016015374759769388
124,0.002917185005967748,0.00016015374759769388
125,0.002917185005967748,0.00016015374759769388
126,0.002917185005967748,0.00016015374759769388
127,0.002917185005967748,0.00016015374759769388
128,0.002917185005967748,0.00016015374759769388
129,0.002917185005967748,0.00016015374759769388
130,0.002917185005967748,0.00016015374759769388
131,0.002917185005967748,0.00016015374759769388
132,0.002917185005967748,0.00016015374759769388
133,0.002917185005967748,0.00016015374759769388
134,0.002917185005967748,0.00016015374759769388
135,0.002917185005967748,0.00016015374759769388
136,0.002917185005967748,0.00016015374759769388
137,0.002917185005967748,0.00016015374759769388
138,0.002917185005967748,0.00016015374759769388
139,0.002917185005967748,0.00016015374759769388
140,0.002917185005967748,0.00016015374759769388
141,0.002917185005967748,0.00016015374759769388
142,0.002917185005967748,0.00016015374759769388
143,0.002917185005967748,0.00016015374759769388
144,0.002917185005967748,0.00016015374759769388
145,0.002917185005967748,0.00016015374759769388
146,0.002917185005967748,0.00016015374759769388
147,0.002917185005967748,0.00016015374759769388
148,0.002917185005967748,0.00016015374759769388
149,0.002917185005967748,0.00016015374759769388
150,0.002917185005967748,0.00016015374759769388
151,0.002917185005967748,0.00016015374759769388
152,0.002917185005967748,0.00016015374759769388
153,0.002917185005967748,0.00016015374759769388
154,0.002917185005967748,0.00016015374759769388
155,0.002917185005967748,0.00016015374759769388
