ess_criterion,habitual_tendency,repetition,episode,n_samples
500,1.0,79,49,2875
500,1.0,79,50,3359
500,1.0,80,1,34071
500,1.0,80,2,23015
500,1.0,80,3,26227
500,1.0,80,4,23226
500,1.0,80,5,18491
500,1.0,80,6,17383
500,1.0,80,7,14975
500,1.0,80,8,12962
500,1.0,80,9,11557
500,1.0,80,10,9790
500,1.0,80,11,11988
500,1.0,80,12,9291
500,1.0,80,13,8460
500,1.0,80,14,9393
500,1.0,80,15,7995
500,1.0,80,16,8209
500,1.0,80,17,7559
500,1.0,80,18,7997
500,1.0,80,19,6242
500,1.0,80,20,5984
500,1.0,80,21,6955
500,1.0,80,22,6994
500,1.0,80,23,6334
500,1.0,80,24,6289
500,1.0,80,25,5997
500,1.0,80,26,5439
500,1.0,80,27,4107
500,1.0,80,28,5420
500,1.0,80,29,5388
500,1.0,80,30,5056
500,1.0,80,31,5230
500,1.0,80,32,5062
500,1.0,80,33,4720
500,1.0,80,34,3435
500,1.0,80,35,5084
500,1.0,80,36,4584
500,1.0,80,37,4420
500,1.0,80,38,4428
500,1.0,80,39,4026
500,1.0,80,40,3891
500,1.0,80,41,3230
500,1.0,80,42,3936
500,1.0,80,43,3519
500,1.0,80,44,3397
500,1.0,80,45,2833
500,1.0,80,46,3244
500,1.0,80,47,3304
500,1.0,80,48,3669
500,1.0,80,49,3546
500,1.0,80,50,2962
500,1.0,81,1,33664
500,1.0,81,2,27809
500,1.0,81,3,22734
500,1.0,81,4,23234
500,1.0,81,5,16526
500,1.0,81,6,16140
500,1.0,81,7,13223
500,1.0,81,8,17975
500,1.0,81,9,10835
500,1.0,81,10,10670
500,1.0,81,11,8871
500,1.0,81,12,11230
500,1.0,81,13,9688
500,1.0,81,14,8806
500,1.0,81,15,9060
500,1.0,81,16,7401
500,1.0,81,17,6982
500,1.0,81,18,7347
500,1.0,81,19,7692
500,1.0,81,20,6484
500,1.0,81,21,8572
500,1.0,81,22,5885
500,1.0,81,23,6556
500,1.0,81,24,5883
500,1.0,81,25,5227
500,1.0,81,26,5683
500,1.0,81,27,4826
500,1.0,81,28,4745
500,1.0,81,29,4414
500,1.0,81,30,7511
500,1.0,81,31,4564
500,1.0,81,32,4873
500,1.0,81,33,3981
500,1.0,81,34,3580
500,1.0,81,35,4575
500,1.0,81,36,3765
500,1.0,81,37,3153
500,1.0,81,38,3912
500,1.0,81,39,3831
500,1.0,81,40,3569
500,1.0,81,41,3496
500,1.0,81,42,4160
500,1.0,81,43,4112
500,1.0,81,44,3597
500,1.0,81,45,3483
500,1.0,81,46,3513
500,1.0,81,47,4587
500,1.0,81,48,2998
500,1.0,81,49,3792
500,1.0,81,50,3400
500,1.0,82,1,32395
500,1.0,82,2,27287
500,1.0,82,3,23879
500,1.0,82,4,23491
500,1.0,82,5,21986
500,1.0,82,6,19209
500,1.0,82,7,12437
500,1.0,82,8,12337
500,1.0,82,9,16270
500,1.0,82,10,9089
500,1.0,82,11,10224
500,1.0,82,12,7496
500,1.0,82,13,8015
500,1.0,82,14,7280
500,1.0,82,15,10620
500,1.0,82,16,5251
500,1.0,82,17,8515
500,1.0,82,18,6401
500,1.0,82,19,6283
500,1.0,82,20,4537
500,1.0,82,21,6997
500,1.0,82,22,5011
500,1.0,82,23,4230
500,1.0,82,24,8407
500,1.0,82,25,5689
500,1.0,82,26,5086
500,1.0,82,27,3938
500,1.0,82,28,3576
500,1.0,82,29,5255
500,1.0,82,30,4341
500,1.0,82,31,5179
500,1.0,82,32,4179
500,1.0,82,33,4950
500,1.0,82,34,4622
500,1.0,82,35,5322
500,1.0,82,36,5036
500,1.0,82,37,2965
500,1.0,82,38,3966
500,1.0,82,39,4863
500,1.0,82,40,3715
500,1.0,82,41,3829
500,1.0,82,42,4191
500,1.0,82,43,3384
500,1.0,82,44,5346
500,1.0,82,45,3707
500,1.0,82,46,3133
500,1.0,82,47,3638
500,1.0,82,48,3015
500,1.0,82,49,2896
500,1.0,82,50,3451
500,1.0,83,1,30551
500,1.0,83,2,20111
500,1.0,83,3,22710
500,1.0,83,4,20332
500,1.0,83,5,11644
500,1.0,83,6,13265
500,1.0,83,7,12589
500,1.0,83,8,15730
500,1.0,83,9,13741
500,1.0,83,10,8306
500,1.0,83,11,7761
500,1.0,83,12,9391
500,1.0,83,13,10301
500,1.0,83,14,9456
500,1.0,83,15,9922
500,1.0,83,16,9827
500,1.0,83,17,6953
500,1.0,83,18,6883
500,1.0,83,19,5253
500,1.0,83,20,6119
500,1.0,83,21,5809
500,1.0,83,22,6038
500,1.0,83,23,5091
500,1.0,83,24,4239
500,1.0,83,25,4854
500,1.0,83,26,4774
500,1.0,83,27,3961
500,1.0,83,28,4850
500,1.0,83,29,5154
500,1.0,83,30,5298
500,1.0,83,31,4450
500,1.0,83,32,3048
500,1.0,83,33,4947
500,1.0,83,34,5078
500,1.0,83,35,4165
500,1.0,83,36,4828
500,1.0,83,37,4127
500,1.0,83,38,3000
500,1.0,83,39,2389
500,1.0,83,40,3925
500,1.0,83,41,3800
500,1.0,83,42,4135
500,1.0,83,43,3005
500,1.0,83,44,3791
500,1.0,83,45,3703
500,1.0,83,46,3439
500,1.0,83,47,4509
500,1.0,83,48,3367
500,1.0,83,49,2790
500,1.0,83,50,3201
500,1.0,84,1,27517
500,1.0,84,2,22232
500,1.0,84,3,20220
500,1.0,84,4,17486
500,1.0,84,5,23948
500,1.0,84,6,18755
500,1.0,84,7,12627
500,1.0,84,8,12555
500,1.0,84,9,12880
500,1.0,84,10,10605
500,1.0,84,11,11005
500,1.0,84,12,8744
500,1.0,84,13,9110
500,1.0,84,14,8945
500,1.0,84,15,7709
500,1.0,84,16,7247
500,1.0,84,17,9977
500,1.0,84,18,6296
500,1.0,84,19,8062
500,1.0,84,20,6591
500,1.0,84,21,4950
500,1.0,84,22,6013
500,1.0,84,23,5888
500,1.0,84,24,7191
500,1.0,84,25,4864
500,1.0,84,26,5086
500,1.0,84,27,4962
500,1.0,84,28,4518
500,1.0,84,29,5840
500,1.0,84,30,5455
500,1.0,84,31,5029
500,1.0,84,32,5530
500,1.0,84,33,4553
500,1.0,84,34,4438
500,1.0,84,35,4646
500,1.0,84,36,3818
500,1.0,84,37,4091
500,1.0,84,38,3694
500,1.0,84,39,3183
500,1.0,84,40,3452
500,1.0,84,41,3588
500,1.0,84,42,3864
500,1.0,84,43,3194
500,1.0,84,44,3178
500,1.0,84,45,3486
500,1.0,84,46,3304
500,1.0,84,47,2834
500,1.0,84,48,2453
500,1.0,84,49,3642
500,1.0,84,50,2914
500,1.0,85,1,34064
500,1.0,85,2,42029
500,1.0,85,3,25514
500,1.0,85,4,22709
500,1.0,85,5,18365
500,1.0,85,6,13047
500,1.0,85,7,14167
500,1.0,85,8,13941
500,1.0,85,9,14828
500,1.0,85,10,9437
500,1.0,85,11,9040
500,1.0,85,12,10169
500,1.0,85,13,9481
500,1.0,85,14,7927
500,1.0,85,15,8758
500,1.0,85,16,6812
500,1.0,85,17,10931
500,1.0,85,18,6073
500,1.0,85,19,7235
500,1.0,85,20,7882
500,1.0,85,21,5628
500,1.0,85,22,5555
500,1.0,85,23,6322
500,1.0,85,24,4909
500,1.0,85,25,5078
500,1.0,85,26,5379
500,1.0,85,27,5027
500,1.0,85,28,4586
500,1.0,85,29,4854
500,1.0,85,30,4445
500,1.0,85,31,5910
500,1.0,85,32,4789
500,1.0,85,33,5028
500,1.0,85,34,4035
500,1.0,85,35,4211
500,1.0,85,36,4030
500,1.0,85,37,4275
500,1.0,85,38,4496
500,1.0,85,39,4055
500,1.0,85,40,4799
500,1.0,85,41,3520
500,1.0,85,42,3240
500,1.0,85,43,3734
500,1.0,85,44,3858
500,1.0,85,45,3585
500,1.0,85,46,3643
500,1.0,85,47,3324
500,1.0,85,48,2934
500,1.0,85,49,3072
500,1.0,85,50,3638
500,1.0,86,1,30875
500,1.0,86,2,25987
500,1.0,86,3,17702
500,1.0,86,4,22329
500,1.0,86,5,20155
500,1.0,86,6,14023
500,1.0,86,7,10802
500,1.0,86,8,14271
500,1.0,86,9,10930
500,1.0,86,10,12205
500,1.0,86,11,8546
500,1.0,86,12,11058
500,1.0,86,13,7440
500,1.0,86,14,8204
500,1.0,86,15,8749
500,1.0,86,16,7336
500,1.0,86,17,7317
500,1.0,86,18,6355
500,1.0,86,19,6040
500,1.0,86,20,7323
500,1.0,86,21,8136
500,1.0,86,22,5973
500,1.0,86,23,4842
500,1.0,86,24,5654
500,1.0,86,25,6504
500,1.0,86,26,5052
500,1.0,86,27,4779
500,1.0,86,28,4468
500,1.0,86,29,4022
500,1.0,86,30,4146
500,1.0,86,31,4152
500,1.0,86,32,4621
500,1.0,86,33,5089
500,1.0,86,34,4234
500,1.0,86,35,4804
500,1.0,86,36,3651
500,1.0,86,37,3035
500,1.0,86,38,5126
500,1.0,86,39,4221
500,1.0,86,40,3320
500,1.0,86,41,3779
500,1.0,86,42,2948
500,1.0,86,43,3661
500,1.0,86,44,3560
500,1.0,86,45,3616
500,1.0,86,46,3451
500,1.0,86,47,3766
500,1.0,86,48,4048
500,1.0,86,49,3107
500,1.0,86,50,3277
500,1.0,87,1,36336
500,1.0,87,2,30309
500,1.0,87,3,20507
500,1.0,87,4,17703
500,1.0,87,5,17278
500,1.0,87,6,16006
500,1.0,87,7,12113
500,1.0,87,8,11440
500,1.0,87,9,13730
500,1.0,87,10,9774
500,1.0,87,11,12522
500,1.0,87,12,9427
500,1.0,87,13,9529
500,1.0,87,14,8851
500,1.0,87,15,8247
500,1.0,87,16,8105
500,1.0,87,17,7451
500,1.0,87,18,7735
500,1.0,87,19,7784
500,1.0,87,20,5966
500,1.0,87,21,5814
500,1.0,87,22,8951
500,1.0,87,23,6246
500,1.0,87,24,5734
500,1.0,87,25,6141
500,1.0,87,26,5296
500,1.0,87,27,5621
500,1.0,87,28,5217
500,1.0,87,29,4869
500,1.0,87,30,3888
500,1.0,87,31,4163
500,1.0,87,32,5763
500,1.0,87,33,5236
500,1.0,87,34,4139
500,1.0,87,35,4151
500,1.0,87,36,3424
500,1.0,87,37,3829
500,1.0,87,38,3606
500,1.0,87,39,3102
500,1.0,87,40,3296
500,1.0,87,41,3960
500,1.0,87,42,3019
500,1.0,87,43,3925
500,1.0,87,44,4074
500,1.0,87,45,3434
500,1.0,87,46,3368
500,1.0,87,47,3411
500,1.0,87,48,3114
500,1.0,87,49,3199
500,1.0,87,50,3197
500,1.0,88,1,28380
500,1.0,88,2,28892
500,1.0,88,3,20991
500,1.0,88,4,30160
500,1.0,88,5,20212
500,1.0,88,6,17520
500,1.0,88,7,19373
500,1.0,88,8,14463
500,1.0,88,9,11558
500,1.0,88,10,11404
500,1.0,88,11,11230
500,1.0,88,12,12721
500,1.0,88,13,8625
500,1.0,88,14,8564
500,1.0,88,15,9335
500,1.0,88,16,7916
500,1.0,88,17,7888
500,1.0,88,18,9149
500,1.0,88,19,8033
500,1.0,88,20,7307
500,1.0,88,21,7731
500,1.0,88,22,5980
500,1.0,88,23,5802
500,1.0,88,24,4876
500,1.0,88,25,5842
500,1.0,88,26,4556
500,1.0,88,27,5959
500,1.0,88,28,4131
500,1.0,88,29,5380
500,1.0,88,30,5216
500,1.0,88,31,5352
500,1.0,88,32,4217
500,1.0,88,33,3879
500,1.0,88,34,4690
500,1.0,88,35,4100
500,1.0,88,36,3542
500,1.0,88,37,4068
500,1.0,88,38,5469
500,1.0,88,39,4633
500,1.0,88,40,3251
500,1.0,88,41,4150
500,1.0,88,42,2975
500,1.0,88,43,3370
500,1.0,88,44,3873
500,1.0,88,45,3638
500,1.0,88,46,3594
500,1.0,88,47,2987
500,1.0,88,48,4066
500,1.0,88,49,3362
500,1.0,88,50,2598
500,1.0,89,1,29325
500,1.0,89,2,33388
500,1.0,89,3,22764
500,1.0,89,4,15110
500,1.0,89,5,16084
500,1.0,89,6,15636
500,1.0,89,7,15127
500,1.0,89,8,13701
500,1.0,89,9,9867
500,1.0,89,10,12331
500,1.0,89,11,11318
500,1.0,89,12,10857
500,1.0,89,13,8689
500,1.0,89,14,8129
500,1.0,89,15,7539
500,1.0,89,16,5489
500,1.0,89,17,8880
500,1.0,89,18,6986
500,1.0,89,19,8140
500,1.0,89,20,4433
500,1.0,89,21,6075
500,1.0,89,22,4326
500,1.0,89,23,6024
500,1.0,89,24,5655
500,1.0,89,25,5266
500,1.0,89,26,5992
500,1.0,89,27,4508
500,1.0,89,28,4741
500,1.0,89,29,5987
500,1.0,89,30,3379
500,1.0,89,31,3338
500,1.0,89,32,4009
500,1.0,89,33,4185
500,1.0,89,34,5588
500,1.0,89,35,3926
500,1.0,89,36,3753
500,1.0,89,37,3953
500,1.0,89,38,4276
500,1.0,89,39,4479
500,1.0,89,40,4463
500,1.0,89,41,3846
500,1.0,89,42,3880
500,1.0,89,43,2870
500,1.0,89,44,3436
500,1.0,89,45,3031
500,1.0,89,46,2924
500,1.0,89,47,3527
500,1.0,89,48,3662
500,1.0,89,49,3034
500,1.0,89,50,2807
500,1.0,90,1,32342
500,1.0,90,2,22550
500,1.0,90,3,23883
500,1.0,90,4,17379
500,1.0,90,5,17608
500,1.0,90,6,14492
500,1.0,90,7,12817
500,1.0,90,8,14034
500,1.0,90,9,10655
500,1.0,90,10,9443
500,1.0,90,11,9660
500,1.0,90,12,12447
500,1.0,90,13,8897
500,1.0,90,14,7139
500,1.0,90,15,8652
500,1.0,90,16,7760
500,1.0,90,17,5470
500,1.0,90,18,7173
500,1.0,90,19,6210
500,1.0,90,20,5562
500,1.0,90,21,6012
500,1.0,90,22,6003
500,1.0,90,23,6152
500,1.0,90,24,8082
500,1.0,90,25,5077
500,1.0,90,26,5708
500,1.0,90,27,4841
500,1.0,90,28,4455
500,1.0,90,29,5379
500,1.0,90,30,3640
500,1.0,90,31,4666
500,1.0,90,32,4162
500,1.0,90,33,4728
500,1.0,90,34,4718
500,1.0,90,35,3579
500,1.0,90,36,4336
500,1.0,90,37,3712
500,1.0,90,38,3880
500,1.0,90,39,3574
500,1.0,90,40,3600
500,1.0,90,41,3302
500,1.0,90,42,3715
500,1.0,90,43,3962
500,1.0,90,44,3671
500,1.0,90,45,3074
500,1.0,90,46,3086
500,1.0,90,47,3134
500,1.0,90,48,3096
500,1.0,90,49,3166
500,1.0,90,50,2752
500,1.0,91,1,39564
500,1.0,91,2,35057
500,1.0,91,3,27212
500,1.0,91,4,18724
500,1.0,91,5,18377
500,1.0,91,6,15717
500,1.0,91,7,12893
500,1.0,91,8,7218
500,1.0,91,9,15925
500,1.0,91,10,8671
500,1.0,91,11,10304
500,1.0,91,12,10029
500,1.0,91,13,8179
500,1.0,91,14,6382
500,1.0,91,15,7108
500,1.0,91,16,6717
500,1.0,91,17,5342
500,1.0,91,18,5267
500,1.0,91,19,6132
500,1.0,91,20,5865
500,1.0,91,21,6452
500,1.0,91,22,4909
500,1.0,91,23,5300
500,1.0,91,24,5415
500,1.0,91,25,3950
500,1.0,91,26,5860
500,1.0,91,27,5003
500,1.0,91,28,3959
500,1.0,91,29,3288
500,1.0,91,30,8862
500,1.0,91,31,4803
500,1.0,91,32,3656
500,1.0,91,33,3911
500,1.0,91,34,3374
500,1.0,91,35,3694
500,1.0,91,36,3874
500,1.0,91,37,3894
500,1.0,91,38,3756
500,1.0,91,39,4156
500,1.0,91,40,4396
500,1.0,91,41,3873
500,1.0,91,42,3356
500,1.0,91,43,3718
500,1.0,91,44,3588
500,1.0,91,45,3967
500,1.0,91,46,3572
500,1.0,91,47,3037
500,1.0,91,48,3601
500,1.0,91,49,3680
500,1.0,91,50,2884
500,1.0,92,1,36395
500,1.0,92,2,25725
500,1.0,92,3,29393
500,1.0,92,4,21264
500,1.0,92,5,21057
500,1.0,92,6,13852
500,1.0,92,7,12744
500,1.0,92,8,15648
500,1.0,92,9,11375
500,1.0,92,10,12479
500,1.0,92,11,11371
500,1.0,92,12,10148
500,1.0,92,13,8439
500,1.0,92,14,9089
500,1.0,92,15,8190
500,1.0,92,16,8394
500,1.0,92,17,6880
500,1.0,92,18,8606
500,1.0,92,19,6153
500,1.0,92,20,5976
500,1.0,92,21,5777
500,1.0,92,22,6381
500,1.0,92,23,5438
500,1.0,92,24,6400
500,1.0,92,25,5386
500,1.0,92,26,5127
500,1.0,92,27,4914
500,1.0,92,28,4750
500,1.0,92,29,3864
500,1.0,92,30,4904
500,1.0,92,31,4263
500,1.0,92,32,4851
500,1.0,92,33,4382
500,1.0,92,34,4428
500,1.0,92,35,4414
500,1.0,92,36,3642
500,1.0,92,37,2908
500,1.0,92,38,4674
500,1.0,92,39,3844
500,1.0,92,40,3981
500,1.0,92,41,3595
500,1.0,92,42,3577
500,1.0,92,43,4436
500,1.0,92,44,3357
500,1.0,92,45,3283
500,1.0,92,46,3953
500,1.0,92,47,3442
500,1.0,92,48,3339
500,1.0,92,49,3740
500,1.0,92,50,3381
500,1.0,93,1,33178
500,1.0,93,2,25555
500,1.0,93,3,19158
500,1.0,93,4,19885
500,1.0,93,5,20623
500,1.0,93,6,15604
500,1.0,93,7,15095
500,1.0,93,8,11966
500,1.0,93,9,12175
500,1.0,93,10,14239
500,1.0,93,11,9893
500,1.0,93,12,9232
500,1.0,93,13,7520
500,1.0,93,14,7482
500,1.0,93,15,7365
500,1.0,93,16,7779
500,1.0,93,17,6170
500,1.0,93,18,6434
500,1.0,93,19,6165
500,1.0,93,20,5796
500,1.0,93,21,6343
500,1.0,93,22,7334
500,1.0,93,23,4824
500,1.0,93,24,5373
500,1.0,93,25,4438
500,1.0,93,26,4872
500,1.0,93,27,4997
500,1.0,93,28,4358
500,1.0,93,29,5383
500,1.0,93,30,6429
500,1.0,93,31,4205
500,1.0,93,32,4611
500,1.0,93,33,4061
500,1.0,93,34,3755
500,1.0,93,35,4540
500,1.0,93,36,3779
500,1.0,93,37,3397
500,1.0,93,38,4489
500,1.0,93,39,3656
500,1.0,93,40,4452
500,1.0,93,41,3196
500,1.0,93,42,3656
500,1.0,93,43,3339
500,1.0,93,44,2924
500,1.0,93,45,3199
500,1.0,93,46,3523
500,1.0,93,47,3048
500,1.0,93,48,3787
500,1.0,93,49,2959
500,1.0,93,50,2812
500,1.0,94,1,30746
500,1.0,94,2,23965
500,1.0,94,3,23528
500,1.0,94,4,18828
500,1.0,94,5,14138
500,1.0,94,6,15095
500,1.0,94,7,19860
500,1.0,94,8,12990
500,1.0,94,9,11160
500,1.0,94,10,9931
500,1.0,94,11,8823
500,1.0,94,12,9684
500,1.0,94,13,9187
500,1.0,94,14,8756
500,1.0,94,15,8608
500,1.0,94,16,6998
500,1.0,94,17,7470
500,1.0,94,18,7221
500,1.0,94,19,8586
500,1.0,94,20,7470
500,1.0,94,21,7230
500,1.0,94,22,5946
500,1.0,94,23,6671
500,1.0,94,24,5992
500,1.0,94,25,5365
500,1.0,94,26,6605
500,1.0,94,27,4936
500,1.0,94,28,4466
500,1.0,94,29,5139
500,1.0,94,30,4856
500,1.0,94,31,5496
500,1.0,94,32,4682
500,1.0,94,33,4628
500,1.0,94,34,4469
500,1.0,94,35,5002
500,1.0,94,36,3596
500,1.0,94,37,5216
500,1.0,94,38,4166
500,1.0,94,39,3826
500,1.0,94,40,3660
500,1.0,94,41,3341
500,1.0,94,42,5624
500,1.0,94,43,3530
500,1.0,94,44,3178
500,1.0,94,45,2992
500,1.0,94,46,4193
500,1.0,94,47,3062
500,1.0,94,48,2989
500,1.0,94,49,3670
500,1.0,94,50,3464
500,1.0,95,1,30384
500,1.0,95,2,27003
500,1.0,95,3,22813
500,1.0,95,4,16411
500,1.0,95,5,17978
500,1.0,95,6,13731
500,1.0,95,7,11801
500,1.0,95,8,11453
500,1.0,95,9,9069
500,1.0,95,10,10255
500,1.0,95,11,11187
500,1.0,95,12,8668
500,1.0,95,13,10064
500,1.0,95,14,9363
500,1.0,95,15,6366
500,1.0,95,16,7498
500,1.0,95,17,7791
500,1.0,95,18,6985
500,1.0,95,19,6510
500,1.0,95,20,9045
500,1.0,95,21,7321
500,1.0,95,22,6410
500,1.0,95,23,4509
500,1.0,95,24,5773
500,1.0,95,25,7005
500,1.0,95,26,4484
500,1.0,95,27,5494
500,1.0,95,28,4680
500,1.0,95,29,4992
500,1.0,95,30,4296
500,1.0,95,31,4900
500,1.0,95,32,4279
500,1.0,95,33,5232
500,1.0,95,34,5010
500,1.0,95,35,4348
500,1.0,95,36,4197
500,1.0,95,37,3769
500,1.0,95,38,4712
500,1.0,95,39,3817
500,1.0,95,40,3418
500,1.0,95,41,3498
500,1.0,95,42,3333
500,1.0,95,43,3339
500,1.0,95,44,3202
500,1.0,95,45,3201
500,1.0,95,46,3114
500,1.0,95,47,3301
500,1.0,95,48,2739
500,1.0,95,49,3040
500,1.0,95,50,2934
500,1.0,96,1,35094
500,1.0,96,2,22515
500,1.0,96,3,20501
500,1.0,96,4,20111
500,1.0,96,5,14718
500,1.0,96,6,14232
500,1.0,96,7,16766
500,1.0,96,8,14014
500,1.0,96,9,15680
500,1.0,96,10,11021
500,1.0,96,11,8052
500,1.0,96,12,9867
500,1.0,96,13,11169
500,1.0,96,14,8488
500,1.0,96,15,6431
500,1.0,96,16,6799
500,1.0,96,17,14316
500,1.0,96,18,6624
500,1.0,96,19,7324
500,1.0,96,20,6963
500,1.0,96,21,4880
500,1.0,96,22,5151
500,1.0,96,23,4391
500,1.0,96,24,4641
500,1.0,96,25,6300
500,1.0,96,26,5605
500,1.0,96,27,5129
500,1.0,96,28,3813
500,1.0,96,29,3808
500,1.0,96,30,4742
500,1.0,96,31,3038
500,1.0,96,32,4586
500,1.0,96,33,4204
500,1.0,96,34,3637
500,1.0,96,35,2707
500,1.0,96,36,4923
500,1.0,96,37,2249
500,1.0,96,38,4054
500,1.0,96,39,3725
500,1.0,96,40,3458
500,1.0,96,41,3895
500,1.0,96,42,2515
500,1.0,96,43,5021
500,1.0,96,44,2755
500,1.0,96,45,3667
500,1.0,96,46,4254
500,1.0,96,47,2381
500,1.0,96,48,2002
500,1.0,96,49,3207
500,1.0,96,50,3749
500,1.0,97,1,35741
500,1.0,97,2,23628
500,1.0,97,3,19878
500,1.0,97,4,18428
500,1.0,97,5,18176
500,1.0,97,6,14137
500,1.0,97,7,14107
500,1.0,97,8,13042
500,1.0,97,9,12903
500,1.0,97,10,10641
500,1.0,97,11,11665
500,1.0,97,12,9892
500,1.0,97,13,10475
500,1.0,97,14,8619
500,1.0,97,15,8384
500,1.0,97,16,6076
500,1.0,97,17,7741
500,1.0,97,18,6878
500,1.0,97,19,6886
500,1.0,97,20,6820
500,1.0,97,21,6517
500,1.0,97,22,5788
500,1.0,97,23,7182
500,1.0,97,24,6570
500,1.0,97,25,5890
500,1.0,97,26,5748
500,1.0,97,27,4918
500,1.0,97,28,5246
500,1.0,97,29,4475
500,1.0,97,30,4406
500,1.0,97,31,4532
500,1.0,97,32,3577
500,1.0,97,33,4947
500,1.0,97,34,4273
500,1.0,97,35,4146
500,1.0,97,36,4588
500,1.0,97,37,3722
500,1.0,97,38,4142
500,1.0,97,39,3659
500,1.0,97,40,3730
500,1.0,97,41,3504
500,1.0,97,42,3722
500,1.0,97,43,3763
500,1.0,97,44,3221
500,1.0,97,45,2765
500,1.0,97,46,3279
500,1.0,97,47,3319
500,1.0,97,48,2604
500,1.0,97,49,3322
500,1.0,97,50,2560
500,1.0,98,1,28133
500,1.0,98,2,27854
500,1.0,98,3,19844
500,1.0,98,4,16574
500,1.0,98,5,16005
500,1.0,98,6,13326
500,1.0,98,7,16022
500,1.0,98,8,11852
500,1.0,98,9,11776
500,1.0,98,10,15130
500,1.0,98,11,13180
500,1.0,98,12,8761
500,1.0,98,13,10302
500,1.0,98,14,10523
500,1.0,98,15,7960
500,1.0,98,16,8538
500,1.0,98,17,6434
500,1.0,98,18,6598
500,1.0,98,19,7535
500,1.0,98,20,10496
500,1.0,98,21,6136
500,1.0,98,22,6826
500,1.0,98,23,5647
500,1.0,98,24,6296
500,1.0,98,25,4387
500,1.0,98,26,4678
500,1.0,98,27,3902
500,1.0,98,28,4455
500,1.0,98,29,6475
500,1.0,98,30,4653
500,1.0,98,31,3644
500,1.0,98,32,5654
500,1.0,98,33,3614
500,1.0,98,34,5857
500,1.0,98,35,4193
500,1.0,98,36,3703
500,1.0,98,37,3868
500,1.0,98,38,4366
500,1.0,98,39,4172
500,1.0,98,40,3760
500,1.0,98,41,3674
500,1.0,98,42,3410
500,1.0,98,43,3279
500,1.0,98,44,3283
500,1.0,98,45,3013
500,1.0,98,46,3747
500,1.0,98,47,3185
500,1.0,98,48,3187
500,1.0,98,49,2808
500,1.0,98,50,3118
500,1.0,99,1,35092
500,1.0,99,2,27843
500,1.0,99,3,22082
500,1.0,99,4,24964
500,1.0,99,5,16423
500,1.0,99,6,14658
500,1.0,99,7,15053
500,1.0,99,8,13707
500,1.0,99,9,10861
500,1.0,99,10,11347
500,1.0,99,11,9928
500,1.0,99,12,9369
500,1.0,99,13,11413
500,1.0,99,14,7109
500,1.0,99,15,8491
500,1.0,99,16,8257
500,1.0,99,17,7874
500,1.0,99,18,6664
500,1.0,99,19,8318
500,1.0,99,20,6689
500,1.0,99,21,5542
500,1.0,99,22,6885
500,1.0,99,23,5422
500,1.0,99,24,5147
500,1.0,99,25,6146
500,1.0,99,26,5380
500,1.0,99,27,6127
500,1.0,99,28,4963
500,1.0,99,29,4995
500,1.0,99,30,5566
500,1.0,99,31,4991
500,1.0,99,32,4185
500,1.0,99,33,4906
500,1.0,99,34,3787
500,1.0,99,35,2769
500,1.0,99,36,4505
500,1.0,99,37,3925
500,1.0,99,38,2892
500,1.0,99,39,4255
500,1.0,99,40,2750
500,1.0,99,41,3525
500,1.0,99,42,2944
500,1.0,99,43,3207
500,1.0,99,44,4238
500,1.0,99,45,3897
500,1.0,99,46,3852
500,1.0,99,47,3548
500,1.0,99,48,3062
500,1.0,99,49,3249
500,1.0,99,50,3281
500,1.0,100,1,28306
500,1.0,100,2,22166
500,1.0,100,3,22022
500,1.0,100,4,23359
500,1.0,100,5,18950
500,1.0,100,6,12903
500,1.0,100,7,16910
500,1.0,100,8,12270
500,1.0,100,9,14990
500,1.0,100,10,14899
500,1.0,100,11,8767
500,1.0,100,12,9895
500,1.0,100,13,11485
500,1.0,100,14,8444
500,1.0,100,15,8446
500,1.0,100,16,7278
500,1.0,100,17,6517
500,1.0,100,18,6977
500,1.0,100,19,6413
500,1.0,100,20,7322
500,1.0,100,21,6328
500,1.0,100,22,5791
500,1.0,100,23,5506
500,1.0,100,24,4980
500,1.0,100,25,5316
500,1.0,100,26,5749
500,1.0,100,27,5640
500,1.0,100,28,4417
500,1.0,100,29,4498
500,1.0,100,30,4906
500,1.0,100,31,4953
500,1.0,100,32,4598
500,1.0,100,33,4468
500,1.0,100,34,3865
500,1.0,100,35,4295
500,1.0,100,36,3812
500,1.0,100,37,4129
500,1.0,100,38,3505
500,1.0,100,39,3871
500,1.0,100,40,4429
500,1.0,100,41,3534
500,1.0,100,42,3797
500,1.0,100,43,3307
500,1.0,100,44,4666
500,1.0,100,45,3957
500,1.0,100,46,4092
500,1.0,100,47,3069
500,1.0,100,48,3197
500,1.0,100,49,3044
500,1.0,100,50,4043
500,0.1,1,1,27303
500,0.1,1,2,45042
500,0.1,1,3,34057
500,0.1,1,4,31925
500,0.1,1,5,30298
500,0.1,1,6,29868
500,0.1,1,7,28115
500,0.1,1,8,37896
500,0.1,1,9,33212
500,0.1,1,10,26503
500,0.1,1,11,25993
500,0.1,1,12,31335
500,0.1,1,13,25619
500,0.1,1,14,34208
500,0.1,1,15,29735
500,0.1,1,16,33390
500,0.1,1,17,28008
500,0.1,1,18,29480
500,0.1,1,19,32319
500,0.1,1,20,26725
500,0.1,1,21,18856
500,0.1,1,22,32935
