policy_ind,prior_prob,norm_lik
1,0.003898750109399213,0.00016015374759769388
2,0.003898750109399213,0.00016015374759769388
3,0.003898750109399213,0.00016015374759769388
4,0.003898750109399213,0.00016015374759769388
5,0.003898750109399213,0.00016015374759769388
6,0.003898750109399213,0.00016015374759769388
7,0.003898750109399213,0.00016015374759769388
8,0.003898750109399213,0.00016015374759769388
9,0.003898750109399213,0.00016015374759769388
10,0.003898750109399213,0.00016015374759769388
11,0.003898750109399213,0.00016015374759769388
12,0.003898750109399213,0.00016015374759769388
13,0.003898750109399213,0.00016015374759769388
14,0.003898750109399213,0.00016015374759769388
15,0.003898750109399213,0.00016015374759769388
16,0.003898750109399213,0.00016015374759769388
17,0.003898750109399213,0.00016015374759769388
18,0.003898750109399213,0.00016015374759769388
19,0.003898750109399213,0.00016015374759769388
20,0.003898750109399213,0.00016015374759769388
21,0.003898750109399213,0.00016015374759769388
22,0.003898750109399213,0.00016015374759769388
23,0.003898750109399213,0.00016015374759769388
24,0.003898750109399213,0.00016015374759769388
25,0.003898750109399213,0.00016015374759769388
26,0.003898750109399213,0.00016015374759769388
27,0.003898750109399213,0.00016015374759769388
28,0.003898750109399213,0.00016015374759769388
29,0.003898750109399213,0.00016015374759769388
30,0.003898750109399213,0.00016015374759769388
31,0.003898750109399213,0.00016015374759769388
32,0.003898750109399213,0.00016015374759769388
33,0.003898750109399213,0.00016015374759769388
34,0.003898750109399213,0.00016015374759769388
35,0.003898750109399213,0.00016015374759769388
36,0.003898750109399213,0.00016015374759769388
37,0.003898750109399213,0.00016015374759769388
38,0.003898750109399213,0.00016015374759769388
39,0.003898750109399213,0.00016015374759769388
40,0.003898750109399213,0.00016015374759769388
41,0.003898750109399213,0.00016015374759769388
42,0.003898750109399213,0.00016015374759769388
43,0.003898750109399213,0.00016015374759769388
44,0.003898750109399213,0.00016015374759769388
45,0.003898750109399213,0.00016015374759769388
46,0.003898750109399213,0.00016015374759769388
47,0.003898750109399213,0.00016015374759769388
48,0.003898750109399213,0.00016015374759769388
49,0.003898750109399213,0.00016015374759769388
50,0.003898750109399213,0.00016015374759769388
51,0.003898750109399213,0.00016015374759769388
52,0.003898750109399213,0.00016015374759769388
53,0.003898750109399213,0.00016015374759769388
54,0.003898750109399213,0.00016015374759769388
55,0.003898750109399213,0.00016015374759769388
56,0.003898750109399213,0.00016015374759769388
57,0.003898750109399213,0.00016015374759769388
58,0.003898750109399213,0.00016015374759769388
59,0.003898750109399213,0.00016015374759769388
60,0.003898750109399213,0.00016015374759769388
61,0.003898750109399213,0.00016015374759769388
62,0.003898750109399213,0.00016015374759769388
